Edad,Género,País de Residencia,Ciudad de Residencia (EEUU),Trabajo Autónomo,Antecedente Heredofamiliar,Búsqueda de Tratamiento con un Profesional,Cantidad de Empleados en la Empresa,Beneficios Dentro de Seguro Médico,Problemas de Salud Mental en Entrevista Laboral,Conocimiento de las Opciones de Cobertura por la Empresa Actual,Recursos de la Empresa Para Conocer sobre la Salud Mental y Canales de Ayuda,Facilidad de Consulta de Baja Médica en el Trabajo,Comodidad para Hablar de una Enfermedad Mental con Compañeros de Trabajo,Comodidad para Hablar de una Enfermedad Mental con un Director/Supervisor,Cobertura de Salud Mental en Seguro Médico,Beneficios de Salud Mental de Empleos Anteriores,Conocimiento de las Opciones de Ayuda por el Empleo Anterior,Protección de Anonimato Si Se Toma Ventaja de los Recursos de Tratamiento en Empleos Anteriores,Disposición de Hablar de Salud Mental con un Supervisor,Disposición para Hablar Sobre Enfermedad Mental con Familia/Amigos,Seguridad de Revelar Enfermedad Mental Debido a Comentario Sobre Salud Mental de Otra Persona,Situación Mental Actual,¿Alguna Vez Has Sido Diagnosticado con una Enfermedad Mental?,Nivel de Interferencia en el Trabajo Cuando Se Está Bajo Tratamiento,Nivel de Interferencia en el Trabajo Cuando No Se Está Bajo Tratamiento,Disposición a Revelar Enfermedad Mental a Empleados/Compañeros,Productividad Afectada Por Enfermedad Mental,Porcentaje de Tiempo Afectada Por Enfermedad Mental,¿Has Observado o Experimentado una Respuesta Insolidaria o Mal Gestionada a un Problema de Salud Mental en tu Lugar de Trabajo Actual o Anterior?,Importancia a la Salud Mental (Empresa),¿Cómo Afectó la Relación con Alguien de tu Trabajo el Haberle Contado sobre tu Enfermedad Mental?,¿Te Identificas Abiertamente en el Trabajo como una Persona con una Enfermedad Mental?,¿Tu Carrera Se Ha Visto Afectada por Tener una Enfermedad Mental?,"Si Supieran Que Padeces un Trastorno Mental, ¿Cómo Crees Que Reaccionarían los Miembros de tu Equipo/Compañeros de Trabajo?",¿Has Observado o Experimentado una Respuesta Positiva De Compañeros/Jefes al Saber que Tienes una Enfermedad Mental?,¿En qué Medida Cree que el Sector Tecnológico Apoya a los Empleados con Enfermedades Mentales?,Raza
34,Masculino,Estados Unidos,Minnesota,No,Si,Si,6-25,Si,No,Si,No,Muy fácil,No,Si,No respondió,"Si, todos lo hicieron","Si, las conocía",No lo sé,No sé,Muy dispuesto,No respondió,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,No,Nada importante,No respondió,No,No respondió,No creo que le(s) importe,No,Nada,Blanco(a)
49,Masculino,Estados Unidos,Arizona,Si,Si,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,"Si, todos lo hicieron",Conocía algunas,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),Tal vez,Seguramente si,No respondió,A veces,A menudo,No tengo una enfermedad mental,Si,1-25%,"Si, lo he visto",No respondió,No tengo una enfermedad mental,No,No respondió,No creo que le(s) importe,No,Nada,Blanco(a)
35,Femenino,Estados Unidos,Arizona,No,Si,Si,500-1000,Si,No,Si,Si,Muy fácil,Si,Si,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Muy bien,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
31,Masculino,Estados Unidos,Nevada,No,No,No,Más de 1000,Si,No,Si,Si,Más o menos,Tal vez,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,No estoy dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Bien,Tal vez/No estoy seguro(a),Poco,Blanco(a)
33,Masculino,Estados Unidos,Washington,No,Si,Si,Más de 1000,Si,No,Si,No,Más o menos,No,No,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,No,"No, con ninguno de mis supervisores anteriores",Dispuesto(a),Si,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, lo he visto",Moderadamente importante,No respondió,No,No respondió,Indiferente,Tal vez/No estoy seguro(a),Poco,Blanco(a)
40,Femenino,Estados Unidos,Illinois,No,Si,Si,Más de 1000,Si,No,Si,No,Difícil,No,No,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No respondió,Si,Si,A veces,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Nada importante,No respondió,No,No respondió,Mal,Tal vez/No estoy seguro(a),Nada,Blanco(a)
40,Otro,Estados Unidos,Michigan,No,Si,No,500-1000,Si,Tal vez,Si,Si,Más o menos,Si,Si,No respondió,"Si, todos lo hicieron",Conocía algunas,A veces,"Si, con todos mis supervisores anteriores",Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Algo importante,No respondió,No,No respondió,Muy bien,"Si, lo he visto",Lo suficiente,Blanco(a)
56,Masculino,Estados Unidos,Oregon,Si,No,No,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,"Si, todos lo hicieron","Si, las conocía",No lo sé,"No, con ninguno de mis supervisores anteriores",Neutral,Tal vez,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No tengo una enfermedad mental,Si,26-50%,"Si, lo he visto",No respondió,No tengo una enfermedad mental,No,No respondió,No creo que le(s) importe,No,Poco,Blanco(a)
28,Otro,Estados Unidos,Illinois,No,Si,Si,26-100,Si,No,Si,No,Fácil,Tal vez,Tal vez,No respondió,"Si, todos lo hicieron","Si, las conocía",A veces,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Medianamente importante,No respondió,No,No respondió,Me entiende(n),"Si, me ha pasado",Más o menos,Blanco(a)
25,Masculino,Estados Unidos,Virginia,No,No sé,No,1-5,No lo sé,No,No,No,Difícil,No,No,No respondió,No sé,Conocía muy pocas,No,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,"Si, lo he visto",Moderadamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
48,Masculino,Estados Unidos,Michigan,No,Si,Si,6-25,Si,Si,Si,Si,Fácil,Si,Si,No respondió,"Si, todos lo hicieron","Si, las conocía","Si, siempre","Si, con todos mis supervisores anteriores",Muy dispuesto,No,Si,Si,Nunca,Raramente,No respondió,No respondió,No respondió,No,Algo importante,No respondió,Si,No,Normal,"Si, me ha pasado",Lo suficiente,Blanco(a)
43,Femenino,Estados Unidos,Oregon,No,Si,Si,Más de 1000,Si,No,Si,Si,Difícil,Tal vez,Tal vez,No respondió,"Si, todos lo hicieron","Si, las conocía",No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Si,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Normal,"Si, lo he visto",Poco,Blanco(a)
29,Masculino,Estados Unidos,Texas,No,Si,No,26-100,Si,No,Si,No,Fácil,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Neutral,Tal vez,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Algo importante,No respondió,No,No respondió,No creo que le(s) importe,Tal vez/No estoy seguro(a),Nada,Blanco(a)
36,Otro,Estados Unidos,Oregon,No,No sé,Si,Más de 1000,No elegible/Sin cobertura,Tal vez,No respondió,Si,Más o menos,Si,Tal vez,No respondió,Algunos lo hicieron,"Si, las conocía","Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,Raramente,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Algo importante,No respondió,Si,No,Me apoya(n) mucho,"Si, me ha pasado",Más o menos,Blanco(a)
34,Masculino,Estados Unidos,California,No,Si,Si,100-500,Si,No,Si,No lo sé,Muy fácil,Tal vez,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,A menudo,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Normal,"Si, me ha pasado",Lo suficiente,Blanco(a)
31,Otro,Estados Unidos,Nueva York,No,No sé,Si,26-100,No elegible/Sin cobertura,No,Si,No lo sé,No sé,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,Si,Seguramente si,No respondió,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Algo importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Poco,Blanco(a)
49,Masculino,Estados Unidos,Illinois,No,No sé,Si,Más de 1000,Si,No,Si,Si,Difícil,No,No,No respondió,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),No respondió,No lo sé,No respondió,No tengo una enfermedad mental,A veces,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Sin comentarios,No,Más o menos,Blanco(a)
32,Femenino,Estados Unidos,Minnesota,No,Si,Si,100-500,Si,No,Si,Si,Difícil,Tal vez,No,No respondió,"Si, todos lo hicieron",Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No respondió,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Bien,No,Nada,Blanco(a)
36,Otro,Estados Unidos,Indiana,Si,Si,No,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Dispuesto(a),No,No lo sé,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No tengo una enfermedad mental,Si,1-25%,No,No respondió,No tengo una enfermedad mental,No,No respondió,Normal,No,Más o menos,Blanco(a)
40,Femenino,Estados Unidos,Washington,No,No,Si,100-500,Si,No,No,No,No sé,Tal vez,No,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,"No, con ninguno de mis supervisores anteriores",Neutral,No respondió,Si,Si,Nunca,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Normal,No,Más o menos,Blanco(a)
46,Masculino,Estados Unidos,Washington,No,Si,Si,500-1000,Si,No,Si,Si,Fácil,Si,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No respondió,Si,Si,A menudo,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Bien,"Si, lo he visto",Nada,Blanco(a)
30,Masculino,Estados Unidos,Wisconsin,No,No sé,Si,Más de 1000,Si,Si,Si,Si,Muy fácil,Tal vez,Si,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,Raramente,A veces,No respondió,No respondió,No respondió,"Si, me ha pasado",Medianamente importante,No respondió,No,No respondió,Normal,Tal vez/No estoy seguro(a),Poco,Blanco(a)
44,Otro,Estados Unidos,Washington,No,No,Si,100-500,No lo sé,Tal vez,No,No lo sé,Fácil,Tal vez,Si,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,No,No respondió,Raramente,Raramente,No respondió,No respondió,No respondió,No,Importante,No respondió,No,No respondió,Normal,No,Poco,Blanco(a)
38,Otro,Estados Unidos,Oregon,Si,Si,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,"No, ninguno lo hizo","Si, las conocía",No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No respondió,Si,Si,A veces,A menudo,"Depende, si me lo preguntan",Si,26-50%,"Si, lo he visto",No respondió,No cambió,No,No respondió,Me entiende(n),Tal vez/No estoy seguro(a),Poco,Blanco(a)
35,Masculino,Estados Unidos,Maryland,No,No sé,Si,6-25,No lo sé,No,No,No,No sé,Tal vez,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,No sé,Muy dispuesto,Si,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Bien,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
45,Femenino,Estados Unidos,Oregon,Si,Si,No,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),No respondió,Seguramente si,No respondió,No tengo una enfermedad mental,A menudo,No tengo una enfermedad mental,Si,76-100%,Tal vez/No estoy seguro(a),No respondió,No tengo una enfermedad mental,No,No respondió,Normal,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
30,Otro,Estados Unidos,Washington,No,No,No,6-25,Si,Tal vez,No,No,No sé,Tal vez,Tal vez,No respondió,"Si, todos lo hicieron",Conocía muy pocas,"Si, siempre",Con algunos de mis jefes anteriores,No dispuesto(a),No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Importante,No respondió,No,No respondió,Muy bien,Tal vez/No estoy seguro(a),Poco,Blanco(a)
22,Femenino,Estados Unidos,Michigan,No,Si,Si,100-500,No lo sé,No,No,No lo sé,Muy fácil,Si,Si,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,"Si, lo he visto",Algo importante,No respondió,No,No respondió,Muy bien,"Si, lo he visto",Más o menos,Asiático(a)
33,Masculino,Estados Unidos,California,Si,Si,No,No respondió,No respondió,Tal vez,No respondió,No respondió,No respondió,No respondió,No respondió,Si,Algunos lo hicieron,"No, las conocí después",No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,Si,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No tengo una enfermedad mental,No estoy seguro(a),No respondió,No,No respondió,No tengo una enfermedad mental,No,No respondió,Normal,No,Más o menos,Blanco(a)
41,Masculino,Estados Unidos,Maryland,No,Si,No,100-500,Si,No,Si,Si,Difícil,Tal vez,No,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,"No, con ninguno de mis supervisores anteriores",Neutral,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Algo importante,No respondió,No,No respondió,No creo que le(s) importe,No,Más o menos,Blanco(a)
32,Masculino,Estados Unidos,Washington,No,No,No,26-100,No lo sé,Tal vez,No,No lo sé,Más o menos,No,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Neutral,Si,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Moderadamente importante,No respondió,No,No respondió,No creo que le(s) importe,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
48,Masculino,Estados Unidos,Alabama,No,No,No,100-500,Si,No,Si,No lo sé,Muy fácil,Tal vez,Si,No respondió,"Si, todos lo hicieron","Si, las conocía",No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Importante,No respondió,No,No respondió,Normal,No,Lo suficiente,Blanco(a)
30,Masculino,Estados Unidos,Maine,No,No sé,No,500-1000,No lo sé,No,No,No lo sé,No sé,Tal vez,No,No respondió,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Neutral,No respondió,Seguramente si,No respondió,No tengo una enfermedad mental,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Normal,No,Poco,Blanco(a)
45,Femenino,Estados Unidos,California,No,Si,Si,26-100,Si,Tal vez,No,No,Difícil,Tal vez,Si,No respondió,Algunos lo hicieron,"No, las conocí después",A veces,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,No,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Indiferente,No,Más o menos,Blanco(a)
31,Femenino,Estados Unidos,Texas,Si,Si,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,Si,"Si, todos lo hicieron",Conocía algunas,No lo sé,"Si, con todos mis supervisores anteriores",Muy dispuesto,No,Si,Si,A veces,A menudo,"Depende, si me lo preguntan",Si,1-25%,No,No respondió,No estoy seguro(a),Si,No,Me entiende(n),"Si, me ha pasado",Más o menos,Blanco(a)
30,Masculino,Estados Unidos,Colorado,No,No sé,Si,Más de 1000,No lo sé,No,No,No,No sé,Si,Si,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,No,Nada importante,No respondió,No,No respondió,Normal,No,Nada,Blanco(a)
32,Masculino,Estados Unidos,Minnesota,No,No sé,Si,6-25,Si,No,No,No,Fácil,Tal vez,No,No respondió,No respondió,No respondió,No respondió,No respondió,No estoy dispuesto(a),No respondió,Si,Si,Raramente,Raramente,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Bien,No,Poco,Blanco(a)
37,Femenino,Estados Unidos,Michigan,No,Si,Si,100-500,Si,No,Si,No,Fácil,Tal vez,No,No respondió,Algunos lo hicieron,Conocía algunas,A veces,Con algunos de mis jefes anteriores,Neutral,Tal vez,Si,Si,Raramente,A menudo,No respondió,No respondió,No respondió,"Si, me ha pasado",Moderadamente importante,No respondió,No,No respondió,Muy mal,"Si, lo he visto",Poco,Blanco(a)
30,Masculino,Estados Unidos,Utah,Si,Si,No,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,No,No sé,Conocía muy pocas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,Si,Seguramente si,No respondió,No tengo una enfermedad mental,A menudo,"No, influiriá negativamente",Si,1-25%,"Si, lo he visto",No respondió,Cambió positivamente,No,No respondió,No creo que le(s) importe,No,Poco,Blanco(a)
30,Masculino,Estados Unidos,Tennessee,No,No,Si,6-25,Si,No,No,No,Muy fácil,Si,Si,No respondió,Algunos lo hicieron,Conocía algunas,"Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Nada importante,No respondió,No,No respondió,Me apoya(n) mucho,No,Más o menos,Blanco(a)
37,Masculino,Estados Unidos,Illinois,No,No sé,Si,Más de 1000,Si,Tal vez,No,No lo sé,No sé,Tal vez,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Bien,"Si, me ha pasado",Poco,Blanco(a)
50,Otro,Estados Unidos,Nebraska,No,Si,Si,26-100,Si,No,Si,No,Fácil,Tal vez,Tal vez,No respondió,"Si, todos lo hicieron","Si, las conocía","Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,Tal vez,Seguramente si,No respondió,Raramente,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,Normal,"Si, lo he visto",Más o menos,Blanco(a)
32,Masculino,Estados Unidos,California,No,No sé,No,6-25,No lo sé,No,No,No,Fácil,No,Tal vez,No respondió,Algunos lo hicieron,"No, las conocí después",No lo sé,No sé,No estoy dispuesto(a),Tal vez,Seguramente si,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Poco importante,No respondió,No,No respondió,Indiferente,Tal vez/No estoy seguro(a),Poco,Blanco(a)
32,Otro,Estados Unidos,Nebraska,No,No,No,100-500,No lo sé,No,No,Si,Muy fácil,Si,Si,No respondió,No sé,Conocía muy pocas,"Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Importante,No respondió,No,No respondió,Me apoya(n),Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
23,Masculino,Estados Unidos,Nueva York,No,No,No,1-5,No elegible/Sin cobertura,No,No respondió,No,Difícil,Tal vez,Tal vez,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Poco importante,No respondió,No,No respondió,Bien,No,Lo suficiente,Blanco(a)
40,Femenino,Estados Unidos,Nebraska,No,Si,Si,26-100,No lo sé,No,No,Si,No sé,Tal vez,No,No respondió,Algunos lo hicieron,"Si, las conocía",No lo sé,"No, con ninguno de mis supervisores anteriores",Dispuesto(a),Tal vez,Seguramente si,No respondió,A veces,A veces,No respondió,No respondió,No respondió,"Si, lo he visto",Moderadamente importante,No respondió,No,No respondió,Sin comentarios,Tal vez/No estoy seguro(a),Más o menos,Multiracial
36,Masculino,Estados Unidos,Tennessee,No,No,No,1-5,No lo sé,No,No,No lo sé,Difícil,Tal vez,Tal vez,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,No estoy dispuesto(a),No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Nada importante,No respondió,No,No respondió,Indiferente,No,Nada,Blanco(a)
24,Otro,Estados Unidos,Nebraska,No,Si,No,26-100,No lo sé,No,No,No,No sé,Si,Tal vez,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,No lo sé,Con algunos de mis jefes anteriores,No estoy dispuesto(a),No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Normal,"Si, lo he visto",Más o menos,Blanco(a)
29,Femenino,Estados Unidos,Washington,No,No,No,6-25,Si,Tal vez,No,No lo sé,No sé,Tal vez,Si,No respondió,"Si, todos lo hicieron",Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Neutral,No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Algo importante,No respondió,No,No respondió,Bien,Tal vez/No estoy seguro(a),Poco,Blanco(a)
28,Masculino,Estados Unidos,Nebraska,No,No sé,No,26-100,Si,Tal vez,No,No lo sé,No sé,Si,Tal vez,No respondió,Algunos lo hicieron,Conocía algunas,No lo sé,"Si, con todos mis supervisores anteriores",Dispuesto(a),No respondió,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Poco importante,No respondió,No,No respondió,Muy bien,No,Nada,Blanco(a)
51,Otro,Estados Unidos,Florida,No,No,No,26-100,No,Tal vez,Si,No lo sé,Fácil,No,Si,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No,No,No respondió,A veces,A veces,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Normal,No,Más o menos,Blanco(a)
36,Masculino,Estados Unidos,Nebraska,No,Si,No,26-100,No lo sé,No,No,No lo sé,Muy fácil,Tal vez,Si,No respondió,No sé,Conocía muy pocas,"Si, siempre","Si, con todos mis supervisores anteriores",Neutral,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Bien,"Si, lo he visto",Más o menos,Blanco(a)
40,Otro,Estados Unidos,Nebraska,No,No,No,26-100,Si,No,No,Si,Fácil,Tal vez,Tal vez,No respondió,"Si, todos lo hicieron",Conocía algunas,"Si, siempre",Con algunos de mis jefes anteriores,Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Me entiende(n),"Si, lo he visto",Más o menos,Blanco(a)
45,Masculino,Estados Unidos,Louisiana,No,Si,No,100-500,No,No,No,No,Más o menos,No,No,No respondió,"No, ninguno lo hizo",No me ofrecieron ninguna,No lo sé,"No, con ninguno de mis supervisores anteriores",No estoy dispuesto(a),No,Seguramente si,No respondió,Nunca,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Muy poco importante,No respondió,No,No respondió,Muy mal,Tal vez/No estoy seguro(a),Más o menos,Blanco(a)
39,Masculino,Estados Unidos,Connecticut,No,Si,No,500-1000,No lo sé,No,No,No lo sé,Más o menos,Tal vez,Si,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,No,No respondió,No tengo una enfermedad mental,No tengo una enfermedad mental,No respondió,No respondió,No respondió,No,Medianamente importante,No respondió,No,No respondió,Muy bien,No,Lo suficiente,Blanco(a)
33,Masculino,Estados Unidos,Indiana,Si,No sé,Si,No respondió,No respondió,No,No respondió,No respondió,No respondió,No respondió,No respondió,No,"No, ninguno lo hizo",No me ofrecieron ninguna,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No respondió,Si,Si,A menudo,A menudo,"Depende, si me lo preguntan",Si,51-75%,No,No respondió,No tengo una enfermedad mental,No,No respondió,Normal,No,Más o menos,Blanco(a)
46,Masculino,Estados Unidos,Utah,No,No sé,Si,Más de 1000,Si,No,Si,Si,Más o menos,Tal vez,Tal vez,No respondió,No respondió,No respondió,No respondió,No respondió,Muy dispuesto,No respondió,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Medianamente importante,No respondió,No,No respondió,Muy bien,Tal vez/No estoy seguro(a),Lo suficiente,Blanco(a)
34,Masculino,Estados Unidos,Minnesota,No,No sé,No,26-100,No lo sé,No,No,No lo sé,Difícil,Tal vez,No,No respondió,No sé,Conocía muy pocas,No lo sé,Con algunos de mis jefes anteriores,Muy dispuesto,No,No lo sé,No respondió,A veces,A veces,No respondió,No respondió,No respondió,Tal vez/No estoy seguro(a),Moderadamente importante,No respondió,No,No respondió,No creo que le(s) importe,No,Más o menos,Blanco(a)
31,Masculino,Estados Unidos,Nuevo Hampshire,No,Si,Si,6-25,No elegible/Sin cobertura,Si,No respondió,No,Muy fácil,Si,Si,No respondió,Algunos lo hicieron,Conocía algunas,No,Con algunos de mis jefes anteriores,Muy dispuesto,No,Si,Si,A veces,A menudo,No respondió,No respondió,No respondió,No,Sumamente importante,No respondió,Si,No,Me entiende(n),No,Más o menos,Blanco(a)
28,Masculino,Estados Unidos,Washington,No,Si,Si,26-100,Si,No,Si,No,Fácil,No,No,No respondió,"Si, todos lo hicieron",Conocía algunas,No lo sé,"No, con ninguno de mis supervisores anteriores",Muy dispuesto,Si,Si,Si,A menudo,A menudo,No respondió,No respondió,No respondió,No,Moderadamente importante,No respondió,No,No respondió,Indiferente,Tal vez/No estoy seguro(a),Poco,Blanco(a)
